movie_id,title,cast,crew,id,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
,Der Kroatien-Krimi: Der Henker,,,825942.0,0.0,0.0,Released,2019-03-21,0.0,0.0,False,/klSmfK5RGpBLhR2QmWBG0T2eOXz.jpg,0.0,,,de,Der Kroatien-Krimi: Der Henker,,0.638,/3BM0zbBUxLbwDowbDEHCBtOQ4vv.jpg,,Crime,,,German,
,Povrchové napětí,,,825943.0,0.0,0.0,Released,1951-02-02,0.0,0.0,False,,0.0,,,cs,Povrchové napětí,,0.6,,,Documentary,Československý státní film,Czechoslovakia,Czech,"physics, educational"
,Lakomec,,,825944.0,0.0,0.0,Released,1953-09-05,0.0,0.0,False,,0.0,,,cs,Lakomec,,1.202,,,Comedy,,,Czech,based on play or musical
,Two Excursions into the Mountains,,,825946.0,0.0,0.0,Released,2020-01-01,0.0,14.0,False,,0.0,,,en,Two Excursions into the Mountains,"I was asked to make a short film about the ecology of mountain rivers in a particular place in Japan. After I started to edit the material, the idea to use Kafka’s short fiction story “Excursion into the Mountains” gradually took over. In the result, in the film one actually goes on two different excursions. First excursion has a responsible attitude to it, we investigate the problems and search for solutions in order to learn something useful. The second excursion unsettles that “learning”, perhaps makes one forget what has just been learned.  Kafka’s “Excursion into the mountains” suddenly emerged in a strange light, when I stopped to think about the “mountains” as an allegory. After placing words of the story over the images to which they could rather literally refer, an unexpected environmental reading of the story appeared. The mountain started to talk and not being talked about: the insects, the river, the sand and the plants read Kafka aloud.",0.6,/8XV37I7Ognw00ogu09E08S1LZM6.jpg,,,,,,
,The Holy Island,,,269221.0,0.0,0.0,Released,1959-04-01,0.0,90.0,False,,0.0,,tt0156987,en,Sagar Sangamey,The story of a relationship between a wealthy widow and a frivolous young girl.,1.4,/6xXIN4ZdnMg255JYnQ12I5isELh.jpg,,Drama,De Luxe Films,India,Bengali,
,Three from the Carronades Square,,,269208.0,0.0,0.0,Released,2008-01-02,0.0,216.0,False,,0.0,,tt2117658,ru,Troe s Ploshchadi Karronad,A story about young boy Slava and his first trip to the sea.,0.847,,,"Adventure, Family",Mentor Cinema,Russia,Russian,
,Мысль материальна. Доказано,,,825950.0,0.0,0.0,Released,,0.0,0.0,False,/6ucU1LdpMLIq82xEWo8PUu7WHyB.jpg,0.0,,,ru,Мысль материальна. Доказано,,0.6,/j1cPPHIubenLXLSt4LERFazRQcy.jpg,,,,,,аллатра
,О ДУХЕ СВЯТОМ (ЕДИНЕНИЕ),,,825951.0,0.0,0.0,Released,,0.0,0.0,False,/clLd35fPaZksBXijWFf1m1gaDXA.jpg,0.0,,,ru,О ДУХЕ СВЯТОМ (ЕДИНЕНИЕ),,0.6,/tUQ8iHPxMKuoo8ix6ibi2C7AveG.jpg,,,,,Russian,аллатра
,Crime at School,,,269207.0,0.0,0.0,Released,1982-06-22,0.0,103.0,False,,0.0,,tt0084952,sh,Zločin u školi,"Zlatko Kovač, a provincial professor, gets the job in the big city's school, only to find out that his red-employment is not random. Professor Toth, the man he replaced, has died under the strange circumstances. Kovac meets a variety of strange people in his school's collective, and it was not long before they came up with the new body. However, the police is unable to solve the case, but he takes the matter into his own hands and setting a trap for a murderer on a school manifestation.",0.609,,,"Thriller, Drama, Mystery",Adria Film,Yugoslavia,Croatian,"school performance, elementary school, police investigation, smoke"
,Паранормальные явления в человеке,,,825953.0,0.0,0.0,Released,,0.0,0.0,False,/oQ3TvaRUmEVdXDeE6E3X2rZRyMa.jpg,0.0,,,ru,Паранормальные явления в человеке,,0.6,/jOPi4unQB55XvxQ8Yn46fT10REv.jpg,,,,,,аллатра
,ПРАВДА ЖИЗНИ,,,825954.0,0.0,0.0,Released,,0.0,0.0,False,/w2hYB44mEvwFV398gP7emQ3jxbN.jpg,0.0,,,ru,ПРАВДА ЖИЗНИ,,0.6,/gyApFFvXhAm9eK4XUA0xTzDcxIg.jpg,,,,,Russian,аллатра
,Психиатры из разных стран пообщались с первым в мире искусственным сознанием Джеки | АЛЛАТРА НОВОСТИ,,,825955.0,0.0,0.0,Released,,0.0,0.0,False,/zpnEO4u0t9ogLmXxF3X0GeypmIz.jpg,0.0,,,ru,Психиатры из разных стран пообщались с первым в мире искусственным сознанием Джеки | АЛЛАТРА НОВОСТИ,,0.6,/gLzakh8wo8lETIpqMgRdrjwYT2x.jpg,,,,,,аллатра
,Секс и Духовный Путь,,,825956.0,0.0,0.0,Released,,0.0,0.0,False,/1QSp7yiNPzTrfYFoKdr0rHiKTjy.jpg,0.0,,,ru,Секс и Духовный Путь,,0.6,/mzIPlfRi4XqwQfdORQWubKEBlyy.jpg,,,,,Russian,аллатра
,ROH & NJPW: Global Wars,,,269203.0,0.0,0.0,Released,2014-05-10,0.0,180.0,False,/3K1pp4ywikQf8A40bCL1Osy3Cc9.jpg,0.0,,,en,ROH & NJPW: Global Wars,"Global Wars is an upcoming professional wrestling supershow co-produced by the American Ring of Honor (ROH) and Japanese New Japan Pro Wrestling (NJPW) promotions. The event will take place on May 10, 2014, at the Ted Reeve Arena in Toronto, Ontario, Canada.",1.394,/hGbtRBkwck9UpsXecH4C19OSVKK.jpg,,,"New Japan Pro-Wrestling, Ring of Honor (ROH)",United States of America,English,pro wrestling
,Созидательное общество,,,825958.0,0.0,0.0,Released,,0.0,0.0,False,/pYAtDWady350QyZFml54XXhSXU1.jpg,0.0,,,ru,Созидательное общество,,0.6,/2F5CfojbCcoYCu5Mt0AOOwoerq8.jpg,,,,,Russian,аллатра
,Созидательное общество объединяет всех,,,825959.0,0.0,0.0,Released,,0.0,0.0,False,/uE0uPZlsfYdt9J5SAQlRQEs9ynZ.jpg,0.0,,,ru,Созидательное общество объединяет всех,,0.6,/fEZAouU5bouy6Wv1UQTWaz5gY8L.jpg,,,,,Russian,аллатра
,Borderless,,,825931.0,0.0,0.0,Released,2020-11-19,0.0,13.0,False,,10000.0,,,en,Borderless,"The story is about a teenage girl named Delaram who has Down syndrome, and because of the genetic disorder that has caused her particular appearance and limited verbal expression; normal children and society think less of her. Delaram wants their judgments that, in her view, have created a border between them, to be removed.",0.6,,,Drama,,Iran,Persian,
,Juca,,,825929.0,0.0,0.0,Released,2019-01-01,0.0,29.0,False,,0.0,,,pt,Juca,"On a full moon night, a group of friends must cycle away from the city lights in search of a place dark enough to watch a meteor shower.",0.6,/lfNi35LkYu4zDfVWCCCOIPk0IsP.jpg,Is Juca coming?,Science Fiction,Gonella Productions,,Portuguese,
,Small Town Pride,,,825766.0,0.0,0.0,Released,2021-05-27,0.0,61.0,False,,0.0,,tt14657212,en,Small Town Pride,"An intimate look at the joys and challenges of being queer in a small town. Filmed in Alberta, Nova Scotia, and the Northwest Territories, the film follows LGBTQ2S+ people and allies as they prepare for their local Pride celebrations. Organizing in church basements, classrooms and around kitchen tables, the various collectives take on conservative town councils that won’t fly a rainbow flag, and bend rules to create a safe space for youth to come out.",0.611,/yzVeOEHl6YHIjVmOaipDSkiOGLT.jpg,Come out wherever you are.,,,Canada,,
,The Lightning Bell-Hop,,,269240.0,0.0,0.0,Released,1916-04-04,0.0,12.0,False,,0.0,,tt1594565,en,The Lightning Bell-Hop,"Musty Suffer gets a job as a bell hop at a cheap little hotel, the Outside Inn.",0.6,/VZoWMyupeNSoJq8mKh1CJtTZXW.jpg,,Comedy,George Kleine Productions,United States of America,No Language,"homeless person, innkeeper, bellhop  , inn, elevator"
,En passant,,,825898.0,0.0,0.0,Released,1984-09-08,0.0,0.0,False,,0.0,,tt0087201,fr,En passant,,0.84,,,,"Michael Klier Film, ZDF",Germany,,
,Milkman,,,825899.0,0.0,0.0,Released,2005-01-01,0.0,19.0,False,,0.0,,,zh,牛奶,"In Milkman which was made in 2005, Cao Fei sorrowfully captures the daily life of the nominal main character who is a milkman. He is sprawled all over his bed during the day and agonizes over the temptation of an online sex chatting show. By capturing the moment the character’s simple life and his stimulating online fantasy meet, the artist shows another side to her world of art in the virtual reality in which she has continuously showed interest.",0.6,/mkhDlNtTmZu5FU6wLt8zpetNQ4d.jpg,,Drama,,,Cantonese,
,Maria and Her Shadow,,,269247.0,0.0,0.0,Released,2013-09-17,0.0,59.0,False,/hi0QKhqFjfHk5B3crrSV6GCIMvU.jpg,0.0,,tt3178958,sv,Maria och skuggan,"After suffering a cerebral hemorrhage during a match, a boxer fights against all odds to make her return to the ring.",0.6,/h1HWF7eDit5h3gMjqbuXXETd2Wr.jpg,,Documentary,"WG Film AB, SVT",Sweden,"English, Swedish",female athlete
,Imbalance 257,,,825901.0,0.0,0.0,Released,1999-01-01,0.0,26.0,False,,0.0,,,zh,失调257,"It is the typical stance of this generation, with its sensitivity and impulse, to try to blur the boundaries of all existing criteria and truths, to turn seemingly rationality into absurdity, and to mock at the given reality and the ""legal"" matters: either the systemor those who drag on with their lives under the system. I owe my courage to the restless adolescence that compels me to tear away any existing rules which block the way to our inner reality. Imbalance is an experience naked to us, an experience that might not be popular among Chinese college student today. It restricts us, transforms us, and forces us to expand and to change. It is the formula of a chain of events, the decease of adolescence, the edge of personal relationship, and the intermedium between bliss and despair.",0.6,/e5Tu3j3hShNEg8bniyvFHx1jycK.jpg,,,,China,"Cantonese, Mandarin",
,Od severu k jihu,,,825902.0,0.0,0.0,Released,1959-01-03,0.0,0.0,False,,0.0,,,cs,Od severu k jihu,,0.627,,,Documentary,Studio dokumentárních filmů Praha,Czechoslovakia,Czech,"iraq, geography"
,Blow Your Horn,,,269245.0,0.0,0.0,Released,1916-06-20,0.0,12.0,False,,0.0,,tt1594448,en,Blow Your Horn,"Musty Suffer finds a bicycle and gets a job as a messenger; hilarity ensues, of course.",0.665,/VZoWMyupeNSoJq8mKh1CJtTZXW.jpg,,Comedy,George Kleine,United States of America,No Language,"homeless person, cliff, bicycle, message"
,Bookmark 14,,,825904.0,0.0,0.0,Released,2021-03-05,0.0,121.0,False,/mbL3ycz3mfSSxms1lNyomn4uewe.jpg,0.0,,,ja,14歳の栞,"This is a documentary about youth that closely follows all of the students in a single second-year junior high school class. It is set in Japan and shows a ""normal junior high school"" that is neither urban or rural. This plain view of puberty is portrayed by 35 students.",0.6,/kWYsYgfJlaeX8An8RommysJ0WJ9.jpg,,"Documentary, Drama",CHOCOLATE Inc.,,Japanese,
,Před velkými dešti,,,825905.0,0.0,0.0,Released,1959-01-02,0.0,0.0,False,,0.0,,,cs,Před velkými dešti,,0.6,,,Documentary,Studio dokumentárních filmů Praha,Czechoslovakia,Czech,"geography, guinea"
,Araneum,,,269241.0,0.0,0.0,Released,2010-03-19,0.0,77.0,False,,0.0,,tt2019993,sr,Araneum,"Adam is a young boy living with his family in dark catacombs below the ground. One day he discovers a new comer in their underground building and makes friends with him. When new comer suddenly vanishes without a trace, Adam starts to realize that things are not like they seem.",0.6,/hwPi99vUlZ00LlsFMSQHQ47EKCP.jpg,,"Science Fiction, TV Movie","Om Films, NoBudgetFilms",Serbia,Serbian,"underground world, catacombs, young boy"
,Flow,,,825908.0,0.0,0.0,Released,2018-09-20,0.0,29.0,False,,0.0,,tt13897304,zh,伏流,"One rainy afternoon, the sound of a vendor calling out ""Fix your screen windows, screen doors - Install new glass!"" summoned this daydream. I traveled with the repairman to Toad Mountain in search of the maiden he so vividly described. But the houses here had long crumbled into ruin.",0.6,/oUv7oGOokW5KqiKEjqm8JSuKTf.jpg,,Documentary,,Taiwan,,
,Město Brno,,,825909.0,0.0,0.0,Released,1959-01-02,0.0,0.0,False,,0.0,,,cs,Město Brno,,0.6,,,Documentary,Studio populárně vědeckých a naučných filmů Brno,Czechoslovakia,Czech,
,Zobani,,,269239.0,0.0,0.0,Released,1993-01-01,0.0,0.0,False,,0.0,,tt3709038,cs,Zobani,,0.6,,,,,Czech Republic,Czech,
,And That on Monday Morning,,,269224.0,0.0,0.0,Released,1959-07-13,0.0,95.0,False,,0.0,,tt0053392,de,Und das am Montagmorgen,"Intended as a light farce this comedy by Luigi Commencini is a little plodding in its story about a bank manager who has had it with his buttoned-down, boring job. One Monday he can no longer face the tedium of both his work and his life and so he stays home and rebels by playing with toys and joining in on a radio concert with his own instruments. His erratic behavior does not go unnoticed and soon a winsome psychiatrist whom he knows and secretly admires, is right there trying to help him. The newly liberated bank manager logically grasps this opportunity to press forward his innermost feelings.",0.6,/b3pl5CPmXPwfEc4M1wIndrTegIK.jpg,,Comedy,"Peter Goldbaum Produktion, Sokal-Film GmbH, CCC Filmkunst",Germany,"German, Italian",
,Een Leger van Gehouwen Steen,,,825913.0,0.0,0.0,Released,,0.0,16.0,False,,0.0,,,en,Een Leger van Gehouwen Steen,A short documentary showing the expression and imagination of post-WWII sentiments in different pieces of art.,0.6,,,,,,,
,Between the Creag and the Sky,,,825915.0,0.0,0.0,Released,2021-03-18,0.0,20.0,False,,0.0,,,en,Between the Creag and the Sky,A divorced father takes his estranged teen daughter into the wilderness as an attempt to forge a re-connection.,0.6,/2rQ3FC8yemD8jILT2StKKK0Lp9R.jpg,,,,United States of America,English,
,Hitodzuma Kateikyōshi,,,825916.0,0.0,0.0,Released,2020-12-02,0.0,78.0,True,/a4MjmRJo6JdaD9IbMMs1Knrh5zf.jpg,0.0,,,ja,人妻家庭教師,"A sensual drama unfolded by a beautiful married tutor who is a former high school teacher and a wandering youth.  Ayumi decides to quit her high school teacher and go to countryside when her husband is transferred. Ayumi and her husband Takayuki were invited to eat at her boss Goto's house. Goto, who preceded his wife, seems to be worried that his only son, Ronin, Yoshiki's grades will not improve. Later, through Takayuki, a request from Yoshiki's tutor came to Ayumi, and she took over ...",12.851,/iMoILYhHVhNQy3Tj1cdAE4nA1FA.jpg,,Drama,Toei Company,Japan,Japanese,
,Nakamatachi,,,825917.0,0.0,0.0,Released,1964-03-14,0.0,93.0,False,/nMC6qHqJlOTeTtGnHiGabGQoCnc.jpg,0.0,,,ja,仲間たち,Today is a new day with hopes. A youth hymn that depicts a young truck driver growing up in love with a dream while being supported by his friends who are always close to him. A movie adaptation of a hit song by Kazuo Funaki.,1.184,/gNEauxnbY6jzRbWW3niVbpr6pC3.jpg,,,Nikkatsu Corporation,Japan,Japanese,
,Still I Strive,,,269235.0,0.0,0.0,Released,2014-05-09,0.0,91.0,False,,0.0,,tt2631276,en,Still I Strive,"Still I Strive is a story of transcendence through compassion, unity and hope. At one orphanage in Phnom Penh, Cambodia, the performing arts are the path to healing and transformation. Guided by their matriarch Peng Phan, a renowned actress in her own right, the children aspire to achieve one of the highest honors in Cambodian society, to perform in front of Princess Bopha Devi as a symbol of their culture and heritage. Interspersed throughout the documentary are narrative film sequences featuring the children as actors.",0.6,,,"Documentary, Action, Drama",,"Cambodia, United States of America",Khmer,
,Going Up,,,269232.0,0.0,0.0,Released,1916-03-22,0.0,12.0,False,,0.0,,tt1263748,en,Going Up,Musty Suffer is invited to stay in a mansion; hilarity ensues.,0.6,/3fsQ3cvR1J8lMRAUbm9DLAvy2lq.jpg,,Comedy,George Kleine Productions,United States of America,No Language,"homeless person, beer, mansion"
,Hanayagi Genshu Gokuchūki II,,,825922.0,0.0,0.0,Released,1985-04-01,0.0,90.0,False,/lxhCBevlgljYfY3hCKF8ObIlZcl.jpg,0.0,,,ja,花柳幻舟獄中記II,"Hanayagi Genshu, who spent a winter in Tochihara Women's Prison due to an injury to the Hanayagi style Iemoto, is allowed to be paroleed. In Asakusa, she reunited with her prison companion, Sayoko Nakano. Genshu, Sayoko, and Setsuko Kanno gather at a yakitori restaurant to reminisce about their prison days.  This is the second drama of her prison record that was broadcast in 1984 and caused a sensation.",0.6,/wZZ8FBUAq0igeDhQJ7a80f0qqrz.jpg,,,Toei Company,Japan,Japanese,
,In The Street Today,,,825923.0,0.0,0.0,Released,2021-05-04,0.0,7.0,False,,0.0,https://youtu.be/NFqn80sTAko,,en,In The Street Today,"The budget was £80, spent on McDonald's, Dominos and beer.",0.6,/A02kX1WVPuWsd9Edgn8WWg1pDQs.jpg,Coming Of Age Short Film,Drama,Colchester Institute,,English,"coming of age, teen angst"
,American Gadfly,,,825924.0,0.0,0.0,Released,2021-05-28,0.0,0.0,False,/123b1uydoy2iyxa0d8OAK6urqk4.jpg,0.0,https://americangadflymovie.com,tt12495406,en,American Gadfly,"A decade since his last campaign, 89-year-old former senator and 2008 presidential candidate Mike Gravel comes out of retirement when a group of teenagers convinces him to run for president one last time. Through the senator’s official Twitter account, the “Gravel teens” embark on an unlikely adventure to qualify him for the Democratic debates in order to advance an anti-war, anti-corruption, and direct democracy agenda in the 2020 presidential race. Working together, the young activists and the experienced politician confuse and amaze the generations between them.",2.012,/9V2Sb5GmBcUG5rLHLhZPaFNUxNf.jpg,"Documentary on the life, legacy, and final campaign of former U.S. Senator Mike Gravel.",Documentary,,,,
,Sting,,,825925.0,0.0,0.0,Released,1997-05-30,0.0,86.0,False,/gAsnSlPMDbNQAY6tpewvdjyAeuI.jpg,0.0,,,ja,詐話師 STING,"Shunsuke, a coach who hangs out at the gambling track, is in jeopardy at the bicycle race track. The place is saved by a ""scammer"", and he himself will hone his skill in scamming, which skillfully raises a lot of money.",0.6,/fXTQzGrkCdRVJ7f6DhsrHVHsWYw.jpg,,Drama,,Japan,Japanese,
,Home Is the Hero,,,269225.0,0.0,0.0,Released,1959-03-03,0.0,80.0,False,,0.0,,tt0052900,en,Home Is the Hero,"This well-acted drama about an Irishman just released from jail is filled with rich characterization. The story is adapted from a stage play by Walter Macken who also plays the role of the ex-convict Paddo in this screen version. Direction is by J. Fielder Cook. Once Paddo returns home after being sentenced to five years for killing a man, his old friends try to put him back in their niche of local hero but Paddo will have none of it. He is disillusioned and changed. His son Willie (Arthur Kennedy) walks with a limp that keeps him too self-conscious to assert himself as he would like with the young woman of his dreams. While other people come in and out of Paddo's life, from his taciturn friend the trapper to the local tinker, it is Paddo's son Willie suffering from his own disability who makes the difference in his father's life.",0.921,/dmPJy5zUjT3wRBFfQjMTe14UQmr.jpg,,Drama,Emmett Dalton Productions,Ireland,,release from prison
,Созидательное общество — перспектива цивилизации,,,825960.0,0.0,0.0,Released,,0.0,0.0,False,/9dmPzVQQDFkENkOpu36ctA0zsVS.jpg,0.0,,,ru,Созидательное общество — перспектива цивилизации,,0.6,/zv9EwPcWkjYW2PrQpQ9ljGgoHaD.jpg,,,,,Russian,аллатра
,Существует ли Бог?,,,825961.0,0.0,0.0,Released,,0.0,0.0,False,/n5TaFQU3e5ldjYSdUjrjaN8nE76.jpg,0.0,,,ru,Существует ли Бог?,,0.6,/4mjD88SxFabUXSj3TuEg6f2v91s.jpg,,,,,Russian,аллатра
